Food,Associativity,Energy(kcal) per 100g,Proteins per 100g,Carbohydrates per 100g,Fats per 100g,Fiber per 100g,Carbon Footprint(kg CO2e) per 100g,Region_ Continental,Region_Continental,"Region_Continental,North,South,East,West",Region_East,Region_North ,"Region_North, South","Region_North, West","Region_North,East,West","Region_North,East,West,South","Region_North,South","Region_North,South,East","Region_North,South,East,West","Region_North,South,East,West,Continental","Region_North,South,East,west","Region_North,South,West","Region_North,West","Region_North,West,East","Region_North,West,East,South","Region_North,West,South",Region_South,Region_South ,"Region_South,East,West",Region_West,"Region_West,East",Type_Appetizer,"Type_Appetizer,Snacks",Type_Beverages,Type_Breakfast,"Type_Breakfast,Lunch","Type_Breakfast,Lunch,Dinner","Type_Breakfast,Snacks",Type_Dinner,Type_Dry Curry,"Type_Dry Curry, Gravy",Type_Gravy,Type_Lunch,Type_Lunch ,"Type_Lunch,Dinner","Type_Lunch,Dinner,Breakfast","Type_Lunch,Dinner,Snacks",Type_Snacks,"Type_Snacks,Appetizer","Type_Snacks,Breakfast",Category_Eggetarian,Category_Non-veg,Category_Veg,allergy_cinnamon,allergy_egg,allergy_nightshade,allergy_mushroom,allergy_chickpea_.,allergy_nut,allergy_seafood,allergy_dairy,allergy_sesame,allergy_pork,allergy_fish,allergy_caffeine,allergy_peanut,allergy_rice,allergy_garlic,allergy_citrus,allergy_onion,allergy_gluten,allergy_shellfish,allergy_soy,allergy_legume
Rawa Dosa,14,223.69337979094075,6.2717770034843205,33.10104529616725,6.620209059233449,6.620209059233449,0.12874564459930313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malai Tikka,11,80.94488188976378,5.826771653543307,4.094488188976378,4.566929133858268,2.9921259842519685,0.31094488188976377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hung Curd Salad,0,42.82722513089005,2.408376963350785,5.863874345549738,0.8376963350785341,1.8848167539267016,0.10136125654450262,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint raita,4,16.363636363636363,2.5454545454545454,1.8181818181818181,0.36363636363636365,0.36363636363636365,0.09490909090909092,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauki raita (lactose free),4,9.710743801652892,1.4462809917355373,1.0330578512396695,0.2066115702479339,0.4132231404958678,0.13285123966942147,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rice Paneer Sizzler,0,30.180180180180184,1.1261261261261262,3.153153153153153,1.3513513513513513,0.22522522522522523,0.3843243243243243,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PANEER SALAD,0,116.90140845070422,8.098591549295776,8.80281690140845,5.28169014084507,2.112676056338028,0.34830985915492957,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Suji Cheela,1,77.09677419354838,2.5806451612903225,11.935483870967742,1.2903225806451613,1.935483870967742,0.14751612903225805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KADHI (NO PAKORA),2,57.51565762004175,2.8183716075156577,5.010438413361169,2.7139874739039667,0.7306889352818371,0.19032359081419623,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PANEER ROTI,1,184.50704225352112,9.15492957746479,26.76056338028169,4.225352112676056,6.338028169014084,0.30880281690140843,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer Sandwich,0,53.35463258785943,2.3961661341853033,4.472843450479233,2.8753993610223643,1.1182108626198082,0.43490415335463256,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer Tikka,6,32.27176220806794,1.48619957537155,1.48619957537155,2.1231422505307855,0.0,0.29836518046709126,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yogurt Kebab,6,23.61344537815126,1.9327731092436975,1.5126050420168067,1.0084033613445378,0.42016806722689076,0.21533613445378152,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saute Paneer,0,119.4915254237288,6.3559322033898304,4.23728813559322,8.050847457627118,0.423728813559322,0.5872457627118643,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Makhana Milk,12,132.26415094339623,3.3962264150943398,16.79245283018868,1.8867924528301887,0.0,0.2080188679245283,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Milk Tea,12,16.071428571428573,1.7857142857142856,2.5,0.0,0.0,0.2767857142857143,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Biryani,5,173.015873015873,5.6689342403628125,8.390022675736962,7.936507936507936,1.5873015873015872,0.3764965986394558,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEESY CHICKEN PATTIES (Tikki),6,217.2566371681416,13.274336283185843,3.0973451327433628,16.371681415929203,0.4424778761061947,0.9159734513274337,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACHARI TIKKA (PANEER),6,295.76059850374065,16.957605985037407,16.957605985037407,18.204488778054863,3.2418952618453867,0.6768079800498753,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer Wrap In Soya Palak Roti,0,116.66666666666667,6.111111111111111,15.555555555555555,2.2222222222222223,2.7777777777777777,0.20594444444444446,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahi Vada,11,71.31474103585657,3.187250996015936,6.772908366533864,3.5856573705179287,1.593625498007968,0.19948207171314744,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Curd Rice,3,168.88111888111888,4.195804195804196,29.37062937062937,3.146853146853147,1.3986013986013985,0.27367132867132865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matar Paneer,2,106.05042016806723,5.546218487394958,7.0588235294117645,5.88235294117647,1.1764705882352942,0.2838655462184874,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Palak Paneer,2,90.20202020202021,5.252525252525253,5.757575757575758,4.94949494949495,2.0202020202020203,0.23047474747474747,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Palak Mushroom,2,144.30604982206404,8.362989323843415,7.829181494661921,8.540925266903916,1.2455516014234875,0.432170818505338,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pineapple Raita,4,1.0653753026634383,0.048426150121065374,0.14527845036319612,0.048426150121065374,0.0,0.09157384987893462,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Strawberry Yogurt,4,38.4,1.866666666666667,3.2,2.1333333333333333,0.5333333333333333,0.19499999999999998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetable Raita,4,40.588235294117645,1.7647058823529411,4.509803921568627,1.5686274509803921,0.5882352941176471,0.13950980392156861,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHICKEN SALAD,0,127.02702702702702,15.855855855855856,1.2612612612612613,6.486486486486487,0.7207207207207207,0.29936936936936936,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BROCCOLI SOUP,0,95.80645161290322,3.870967741935484,9.032258064516128,5.161290322580645,0.6451612903225806,0.23500000000000001,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Smoothie (In Curd),12,49.65831435079727,1.5945330296127564,3.189066059225513,3.416856492027335,1.1389521640091116,0.11609339407744877,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Masala Tea,12,14.814814814814813,1.4814814814814816,2.2222222222222223,0.0,0.3703703703703704,0.2796296296296296,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea,12,9.090909090909092,0.6060606060606061,1.8181818181818181,0.0,0.6060606060606061,0.2818181818181818,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Haldi Milk,12,31.818181818181817,2.272727272727273,5.303030303030303,0.0,0.7575757575757576,0.28371212121212125,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Double Expresso (Skimmed milk),12,30.303030303030305,2.272727272727273,4.545454545454546,0.0,0.0,0.35265151515151516,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Chilli Paneer,6,99.21875,4.6875,3.515625,6.640625,1.171875,0.07658203125,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
